Agent,Trial,Step,Reward,Cumulative Reward,Steps to Converge
QLearningAgent,1,512,-0.1,-51.30000000000046,
QLearningAgent,1,513,-0.1,-51.40000000000046,
QLearningAgent,1,514,-0.1,-51.50000000000046,
QLearningAgent,1,515,-0.1,-51.60000000000046,
QLearningAgent,1,516,-0.1,-51.700000000000465,
QLearningAgent,1,517,-0.1,-51.800000000000466,
QLearningAgent,1,518,-0.1,-51.90000000000047,
QLearningAgent,1,519,-0.1,-52.00000000000047,
QLearningAgent,1,520,-0.1,-52.10000000000047,
QLearningAgent,1,521,-0.1,-52.20000000000047,
QLearningAgent,1,522,-0.1,-52.30000000000047,
QLearningAgent,1,523,-0.1,-52.400000000000475,
QLearningAgent,1,524,-0.1,-52.500000000000476,
QLearningAgent,1,525,-0.1,-52.60000000000048,
QLearningAgent,1,526,-0.1,-52.70000000000048,
QLearningAgent,1,527,-0.1,-52.80000000000048,
QLearningAgent,1,528,-0.1,-52.90000000000048,
QLearningAgent,1,529,-0.1,-53.00000000000048,
QLearningAgent,1,530,-0.1,-53.100000000000485,
QLearningAgent,1,531,-0.1,-53.200000000000486,
QLearningAgent,1,532,-0.1,-53.30000000000049,
QLearningAgent,1,533,-0.1,-53.40000000000049,
QLearningAgent,1,534,-0.1,-53.50000000000049,
QLearningAgent,1,535,-0.1,-53.60000000000049,
QLearningAgent,1,536,-0.1,-53.70000000000049,
QLearningAgent,1,537,-0.1,-53.800000000000495,
QLearningAgent,1,538,-0.1,-53.900000000000496,
QLearningAgent,1,539,-0.1,-54.0000000000005,
QLearningAgent,1,540,-0.1,-54.1000000000005,
QLearningAgent,1,541,-0.1,-54.2000000000005,
QLearningAgent,1,542,-0.1,-54.3000000000005,
QLearningAgent,1,543,-0.1,-54.4000000000005,
QLearningAgent,1,544,-0.1,-54.500000000000504,
QLearningAgent,1,545,-0.1,-54.600000000000506,
QLearningAgent,1,546,-0.1,-54.70000000000051,
QLearningAgent,1,547,-0.1,-54.80000000000051,
QLearningAgent,1,548,-0.1,-54.90000000000051,
QLearningAgent,1,549,-0.1,-55.00000000000051,
QLearningAgent,1,550,-0.1,-55.10000000000051,
QLearningAgent,1,551,-0.1,-55.200000000000514,
QLearningAgent,1,552,-0.1,-55.300000000000516,
QLearningAgent,1,553,-0.1,-55.40000000000052,
QLearningAgent,1,554,-0.1,-55.50000000000052,
QLearningAgent,1,555,-0.1,-55.60000000000052,
QLearningAgent,1,556,-0.1,-55.70000000000052,
QLearningAgent,1,557,-0.1,-55.80000000000052,
QLearningAgent,1,558,-0.1,-55.900000000000524,
QLearningAgent,1,559,-0.1,-56.000000000000526,
QLearningAgent,1,560,-0.1,-56.10000000000053,
QLearningAgent,1,561,-0.1,-56.20000000000053,
QLearningAgent,1,562,-0.1,-56.30000000000053,
QLearningAgent,1,563,-0.1,-56.40000000000053,
QLearningAgent,1,564,-0.1,-56.50000000000053,
QLearningAgent,1,565,-0.1,-56.600000000000534,
QLearningAgent,1,566,-0.1,-56.700000000000536,
QLearningAgent,1,567,-0.1,-56.80000000000054,
QLearningAgent,1,568,-0.1,-56.90000000000054,
QLearningAgent,1,569,-0.1,-57.00000000000054,
QLearningAgent,1,570,-0.1,-57.10000000000054,
QLearningAgent,1,571,-0.1,-57.20000000000054,
QLearningAgent,1,572,-0.1,-57.300000000000544,
QLearningAgent,1,573,-0.1,-57.400000000000546,
QLearningAgent,1,574,-0.1,-57.50000000000055,
QLearningAgent,1,575,-0.1,-57.60000000000055,
QLearningAgent,1,576,-0.1,-57.70000000000055,
QLearningAgent,1,577,-0.1,-57.80000000000055,
QLearningAgent,1,578,-0.1,-57.90000000000055,
QLearningAgent,1,579,-0.1,-58.000000000000554,
QLearningAgent,1,580,-0.1,-58.100000000000556,
QLearningAgent,1,581,-0.1,-58.20000000000056,
QLearningAgent,1,582,-0.1,-58.30000000000056,
QLearningAgent,1,583,-0.1,-58.40000000000056,
QLearningAgent,1,584,-0.1,-58.50000000000056,
QLearningAgent,1,585,-0.1,-58.60000000000056,
QLearningAgent,1,586,-0.1,-58.700000000000564,
QLearningAgent,1,587,-0.1,-58.800000000000566,
QLearningAgent,1,588,-0.1,-58.90000000000057,
QLearningAgent,1,589,-0.1,-59.00000000000057,
QLearningAgent,1,590,-0.1,-59.10000000000057,
QLearningAgent,1,591,-0.1,-59.20000000000057,
QLearningAgent,1,592,-0.1,-59.30000000000057,
QLearningAgent,1,593,-0.1,-59.400000000000574,
QLearningAgent,1,594,-0.1,-59.500000000000576,
QLearningAgent,1,595,-0.1,-59.60000000000058,
QLearningAgent,1,596,-0.1,-59.70000000000058,
QLearningAgent,1,597,-0.1,-59.80000000000058,
QLearningAgent,1,598,-0.1,-59.90000000000058,
QLearningAgent,1,599,-0.1,-60.00000000000058,
QLearningAgent,1,600,-0.1,-60.100000000000584,
QLearningAgent,1,601,-0.1,-60.200000000000585,
QLearningAgent,1,602,-0.1,-60.30000000000059,
QLearningAgent,1,603,-0.1,-60.40000000000059,
QLearningAgent,1,604,-0.1,-60.50000000000059,
QLearningAgent,1,605,-0.1,-60.60000000000059,
QLearningAgent,1,606,-0.1,-60.70000000000059,
QLearningAgent,1,607,-0.1,-60.800000000000594,
QLearningAgent,1,608,-0.1,-60.900000000000595,
QLearningAgent,1,609,-0.1,-61.0000000000006,
QLearningAgent,1,610,-0.1,-61.1000000000006,
QLearningAgent,1,611,-0.1,-61.2000000000006,
QLearningAgent,1,612,-0.1,-61.3000000000006,
QLearningAgent,1,613,-0.1,-61.4000000000006,
QLearningAgent,1,614,-0.1,-61.500000000000604,
QLearningAgent,1,615,-0.1,-61.600000000000605,
QLearningAgent,1,616,-0.1,-61.70000000000061,
QLearningAgent,1,617,-0.1,-61.80000000000061,
QLearningAgent,1,618,-0.1,-61.90000000000061,
QLearningAgent,1,619,-0.1,-62.00000000000061,
QLearningAgent,1,620,-0.1,-62.10000000000061,
QLearningAgent,1,621,-0.1,-62.200000000000614,
QLearningAgent,1,622,-0.1,-62.300000000000615,
QLearningAgent,1,623,-0.1,-62.40000000000062,
QLearningAgent,1,624,-0.1,-62.50000000000062,
QLearningAgent,1,625,-0.1,-62.60000000000062,
QLearningAgent,1,626,-0.1,-62.70000000000062,
QLearningAgent,1,627,-0.1,-62.80000000000062,
QLearningAgent,1,628,-0.1,-62.900000000000624,
QLearningAgent,1,629,-0.1,-63.000000000000625,
QLearningAgent,1,630,-0.1,-63.10000000000063,
QLearningAgent,1,631,-0.1,-63.20000000000063,
QLearningAgent,1,632,-0.1,-63.30000000000063,
QLearningAgent,1,633,-0.1,-63.40000000000063,
QLearningAgent,1,634,-0.1,-63.50000000000063,
QLearningAgent,1,635,-0.1,-63.600000000000634,
QLearningAgent,1,636,-0.1,-63.700000000000635,
QLearningAgent,1,637,-0.1,-63.80000000000064,
QLearningAgent,1,638,-0.1,-63.90000000000064,
QLearningAgent,1,639,-0.1,-64.00000000000064,
QLearningAgent,1,640,-0.1,-64.10000000000063,
QLearningAgent,1,641,-0.1,-64.20000000000063,
QLearningAgent,1,642,-0.1,-64.30000000000062,
QLearningAgent,1,643,-0.1,-64.40000000000062,
QLearningAgent,1,644,-0.1,-64.50000000000061,
QLearningAgent,1,645,-0.1,-64.6000000000006,
QLearningAgent,1,646,-0.1,-64.7000000000006,
QLearningAgent,1,647,-0.1,-64.8000000000006,
QLearningAgent,1,648,-0.1,-64.90000000000059,
QLearningAgent,1,649,-0.1,-65.00000000000058,
QLearningAgent,1,650,-0.1,-65.10000000000058,
QLearningAgent,1,651,-0.1,-65.20000000000057,
QLearningAgent,1,652,-0.1,-65.30000000000057,
QLearningAgent,1,653,-0.1,-65.40000000000056,
QLearningAgent,1,654,-0.1,-65.50000000000055,
QLearningAgent,1,655,-0.1,-65.60000000000055,
QLearningAgent,1,656,-0.1,-65.70000000000054,
QLearningAgent,1,657,-0.1,-65.80000000000054,
QLearningAgent,1,658,-0.1,-65.90000000000053,
QLearningAgent,1,659,-0.1,-66.00000000000053,
QLearningAgent,1,660,-0.1,-66.10000000000052,
QLearningAgent,1,661,-0.1,-66.20000000000051,
QLearningAgent,1,662,-0.1,-66.30000000000051,
QLearningAgent,1,663,-0.1,-66.4000000000005,
QLearningAgent,1,664,-0.1,-66.5000000000005,
QLearningAgent,1,665,-0.1,-66.60000000000049,
QLearningAgent,1,666,-0.1,-66.70000000000049,
QLearningAgent,1,667,-0.1,-66.80000000000048,
QLearningAgent,1,668,-0.1,-66.90000000000047,
QLearningAgent,1,669,-0.1,-67.00000000000047,
QLearningAgent,1,670,-0.1,-67.10000000000046,
QLearningAgent,1,671,-0.1,-67.20000000000046,
QLearningAgent,1,672,-0.1,-67.30000000000045,
QLearningAgent,1,673,-0.1,-67.40000000000045,
QLearningAgent,1,674,-0.1,-67.50000000000044,
QLearningAgent,1,675,-0.1,-67.60000000000043,
QLearningAgent,1,676,-0.1,-67.70000000000043,
QLearningAgent,1,677,-0.1,-67.80000000000042,
QLearningAgent,1,678,-0.1,-67.90000000000042,
QLearningAgent,1,679,-0.1,-68.00000000000041,
QLearningAgent,1,680,-0.1,-68.1000000000004,
QLearningAgent,1,681,-0.1,-68.2000000000004,
QLearningAgent,1,682,-0.1,-68.3000000000004,
QLearningAgent,1,683,-0.1,-68.40000000000039,
QLearningAgent,1,684,-0.1,-68.50000000000038,
QLearningAgent,1,685,-0.1,-68.60000000000038,
QLearningAgent,1,686,-0.1,-68.70000000000037,
QLearningAgent,1,687,-0.1,-68.80000000000037,
QLearningAgent,1,688,-0.1,-68.90000000000036,
QLearningAgent,1,689,-0.1,-69.00000000000036,
QLearningAgent,1,690,-0.1,-69.10000000000035,
QLearningAgent,1,691,-0.1,-69.20000000000034,
QLearningAgent,1,692,-0.1,-69.30000000000034,
QLearningAgent,1,693,-0.1,-69.40000000000033,
QLearningAgent,1,694,-0.1,-69.50000000000033,
QLearningAgent,1,695,-0.1,-69.60000000000032,
QLearningAgent,1,696,-0.1,-69.70000000000032,
QLearningAgent,1,697,-0.1,-69.80000000000031,
QLearningAgent,1,698,-0.1,-69.9000000000003,
QLearningAgent,1,699,-0.1,-70.0000000000003,
QLearningAgent,1,700,-0.1,-70.10000000000029,
QLearningAgent,1,701,-0.1,-70.20000000000029,
QLearningAgent,1,702,-0.1,-70.30000000000028,
QLearningAgent,1,703,-0.1,-70.40000000000028,
QLearningAgent,1,704,-0.1,-70.50000000000027,
QLearningAgent,1,705,-0.1,-70.60000000000026,
QLearningAgent,1,706,-0.1,-70.70000000000026,
QLearningAgent,1,707,-0.1,-70.80000000000025,
QLearningAgent,1,708,-0.1,-70.90000000000025,
QLearningAgent,1,709,-0.1,-71.00000000000024,
QLearningAgent,1,710,-0.1,-71.10000000000024,
QLearningAgent,1,711,-0.1,-71.20000000000023,
QLearningAgent,1,712,-0.1,-71.30000000000022,
QLearningAgent,1,713,-0.1,-71.40000000000022,
QLearningAgent,1,714,-0.1,-71.50000000000021,
QLearningAgent,1,715,-0.1,-71.60000000000021,
QLearningAgent,1,716,-0.1,-71.7000000000002,
QLearningAgent,1,717,-0.1,-71.8000000000002,
QLearningAgent,1,718,-0.1,-71.90000000000019,
QLearningAgent,1,719,-0.1,-72.00000000000018,
QLearningAgent,1,720,-0.1,-72.10000000000018,
QLearningAgent,1,721,-0.1,-72.20000000000017,
QLearningAgent,1,722,-0.1,-72.30000000000017,
QLearningAgent,1,723,-0.1,-72.40000000000016,
QLearningAgent,1,724,-0.1,-72.50000000000016,
QLearningAgent,1,725,-0.1,-72.60000000000015,
QLearningAgent,1,726,-0.1,-72.70000000000014,
QLearningAgent,1,727,-0.1,-72.80000000000014,
QLearningAgent,1,728,-0.1,-72.90000000000013,
QLearningAgent,1,729,-0.1,-73.00000000000013,
QLearningAgent,1,730,-0.1,-73.10000000000012,
QLearningAgent,1,731,-0.1,-73.20000000000012,
QLearningAgent,1,732,-0.1,-73.30000000000011,
QLearningAgent,1,733,-0.1,-73.4000000000001,
QLearningAgent,1,734,-0.1,-73.5000000000001,
QLearningAgent,1,735,-0.1,-73.6000000000001,
QLearningAgent,1,736,-0.1,-73.70000000000009,
QLearningAgent,1,737,-0.1,-73.80000000000008,
QLearningAgent,1,738,-0.1,-73.90000000000008,
QLearningAgent,1,739,-0.1,-74.00000000000007,
QLearningAgent,1,740,-0.1,-74.10000000000007,
QLearningAgent,1,741,-0.1,-74.20000000000006,
QLearningAgent,1,742,-0.1,-74.30000000000005,
QLearningAgent,1,743,-0.1,-74.40000000000005,
QLearningAgent,1,744,-0.1,-74.50000000000004,
QLearningAgent,1,745,-0.1,-74.60000000000004,
QLearningAgent,1,746,-0.1,-74.70000000000003,
QLearningAgent,1,747,-0.1,-74.80000000000003,
QLearningAgent,1,748,-0.1,-74.90000000000002,
QLearningAgent,1,749,-0.1,-75.00000000000001,
QLearningAgent,1,750,-0.1,-75.10000000000001,
QLearningAgent,1,751,-0.1,-75.2,
QLearningAgent,1,752,-0.1,-75.3,
QLearningAgent,1,753,-0.1,-75.39999999999999,
QLearningAgent,1,754,-0.1,-75.49999999999999,
QLearningAgent,1,755,-0.1,-75.59999999999998,
QLearningAgent,1,756,-0.1,-75.69999999999997,
QLearningAgent,1,757,-0.1,-75.79999999999997,
QLearningAgent,1,758,-0.1,-75.89999999999996,
QLearningAgent,1,759,-0.1,-75.99999999999996,
QLearningAgent,1,760,-0.1,-76.09999999999995,
QLearningAgent,1,761,-0.1,-76.19999999999995,
QLearningAgent,1,762,-0.1,-76.29999999999994,
QLearningAgent,1,763,-0.1,-76.39999999999993,
QLearningAgent,1,764,-0.1,-76.49999999999993,
QLearningAgent,1,765,-0.1,-76.59999999999992,
QLearningAgent,1,766,-0.1,-76.69999999999992,
QLearningAgent,1,767,-0.1,-76.79999999999991,
QLearningAgent,1,768,-0.1,-76.8999999999999,
QLearningAgent,1,769,-0.1,-76.9999999999999,
QLearningAgent,1,770,-0.1,-77.0999999999999,
QLearningAgent,1,771,-0.1,-77.19999999999989,
QLearningAgent,1,772,-0.1,-77.29999999999988,
QLearningAgent,1,773,-0.1,-77.39999999999988,
QLearningAgent,1,774,-0.1,-77.49999999999987,
QLearningAgent,1,775,-0.1,-77.59999999999987,
QLearningAgent,1,776,-0.1,-77.69999999999986,
QLearningAgent,1,777,-0.1,-77.79999999999986,
QLearningAgent,1,778,-0.1,-77.89999999999985,
QLearningAgent,1,779,-0.1,-77.99999999999984,
QLearningAgent,1,780,-0.1,-78.09999999999984,
QLearningAgent,1,781,-0.1,-78.19999999999983,
QLearningAgent,1,782,-0.1,-78.29999999999983,
QLearningAgent,1,783,-0.1,-78.39999999999982,
QLearningAgent,1,784,-0.1,-78.49999999999982,
QLearningAgent,1,785,-0.1,-78.59999999999981,
QLearningAgent,1,786,-0.1,-78.6999999999998,
QLearningAgent,1,787,-0.1,-78.7999999999998,
QLearningAgent,1,788,-0.1,-78.89999999999979,
QLearningAgent,1,789,-0.1,-78.99999999999979,
QLearningAgent,1,790,-0.1,-79.09999999999978,
QLearningAgent,1,791,-0.1,-79.19999999999978,
QLearningAgent,1,792,-0.1,-79.29999999999977,
QLearningAgent,1,793,-0.1,-79.39999999999976,
QLearningAgent,1,794,-0.1,-79.49999999999976,
QLearningAgent,1,795,-0.1,-79.59999999999975,
QLearningAgent,1,796,-0.1,-79.69999999999975,
QLearningAgent,1,797,-0.1,-79.79999999999974,
QLearningAgent,1,798,-0.1,-79.89999999999974,
QLearningAgent,1,799,-0.1,-79.99999999999973,
QLearningAgent,1,800,-0.1,-80.09999999999972,
QLearningAgent,1,801,-0.1,-80.19999999999972,
QLearningAgent,1,802,-0.1,-80.29999999999971,
QLearningAgent,1,803,-0.1,-80.39999999999971,
QLearningAgent,1,804,-0.1,-80.4999999999997,
QLearningAgent,1,805,-0.1,-80.5999999999997,
QLearningAgent,1,806,-0.1,-80.69999999999969,
QLearningAgent,1,807,-0.1,-80.79999999999968,
QLearningAgent,1,808,-0.1,-80.89999999999968,
QLearningAgent,1,809,-0.1,-80.99999999999967,
QLearningAgent,1,810,-0.1,-81.09999999999967,
QLearningAgent,1,811,-0.1,-81.19999999999966,
QLearningAgent,1,812,-0.1,-81.29999999999966,
QLearningAgent,1,813,-0.1,-81.39999999999965,
QLearningAgent,1,814,-0.1,-81.49999999999964,
QLearningAgent,1,815,-0.1,-81.59999999999964,
QLearningAgent,1,816,-0.1,-81.69999999999963,
QLearningAgent,1,817,-0.1,-81.79999999999963,
QLearningAgent,1,818,-0.1,-81.89999999999962,
QLearningAgent,1,819,-0.1,-81.99999999999962,
QLearningAgent,1,820,-0.1,-82.09999999999961,
QLearningAgent,1,821,-0.1,-82.1999999999996,
QLearningAgent,1,822,-0.1,-82.2999999999996,
QLearningAgent,1,823,-0.1,-82.3999999999996,
QLearningAgent,1,824,-0.1,-82.49999999999959,
QLearningAgent,1,825,-0.1,-82.59999999999958,
QLearningAgent,1,826,-0.1,-82.69999999999958,
QLearningAgent,1,827,-0.1,-82.79999999999957,
QLearningAgent,1,828,-0.1,-82.89999999999957,
QLearningAgent,1,829,-0.1,-82.99999999999956,
QLearningAgent,1,830,-0.1,-83.09999999999955,
QLearningAgent,1,831,-0.1,-83.19999999999955,
QLearningAgent,1,832,-0.1,-83.29999999999954,
QLearningAgent,1,833,-0.1,-83.39999999999954,
QLearningAgent,1,834,-0.1,-83.49999999999953,
QLearningAgent,1,835,-0.1,-83.59999999999953,
QLearningAgent,1,836,-0.1,-83.69999999999952,
QLearningAgent,1,837,-0.1,-83.79999999999951,
QLearningAgent,1,838,-0.1,-83.89999999999951,
QLearningAgent,1,839,-0.1,-83.9999999999995,
QLearningAgent,1,840,-0.1,-84.0999999999995,
QLearningAgent,1,841,-0.1,-84.19999999999949,
QLearningAgent,1,842,-0.1,-84.29999999999949,
QLearningAgent,1,843,-0.1,-84.39999999999948,
QLearningAgent,1,844,-0.1,-84.49999999999947,
QLearningAgent,1,845,-0.1,-84.59999999999947,
QLearningAgent,1,846,-0.1,-84.69999999999946,
QLearningAgent,1,847,-0.1,-84.79999999999946,
QLearningAgent,1,848,-0.1,-84.89999999999945,
QLearningAgent,1,849,-0.1,-84.99999999999945,
QLearningAgent,1,850,-0.1,-85.09999999999944,
QLearningAgent,1,851,-0.1,-85.19999999999943,
QLearningAgent,1,852,-0.1,-85.29999999999943,
QLearningAgent,1,853,-0.1,-85.39999999999942,
QLearningAgent,1,854,-0.1,-85.49999999999942,
QLearningAgent,1,855,-0.1,-85.59999999999941,
QLearningAgent,1,856,-0.1,-85.6999999999994,
QLearningAgent,1,857,-0.1,-85.7999999999994,
QLearningAgent,1,858,-0.1,-85.8999999999994,
QLearningAgent,1,859,-0.1,-85.99999999999939,
QLearningAgent,1,860,-0.1,-86.09999999999938,
QLearningAgent,1,861,-0.1,-86.19999999999938,
QLearningAgent,1,862,-0.1,-86.29999999999937,
QLearningAgent,1,863,-0.1,-86.39999999999937,
QLearningAgent,1,864,-0.1,-86.49999999999936,
QLearningAgent,1,865,-0.1,-86.59999999999935,
QLearningAgent,1,866,-0.1,-86.69999999999935,
QLearningAgent,1,867,-0.1,-86.79999999999934,
QLearningAgent,1,868,-0.1,-86.89999999999934,
QLearningAgent,1,869,-0.1,-86.99999999999933,
QLearningAgent,1,870,-0.1,-87.09999999999933,
QLearningAgent,1,871,-0.1,-87.19999999999932,
QLearningAgent,1,872,-0.1,-87.29999999999932,
QLearningAgent,1,873,-0.1,-87.39999999999931,
QLearningAgent,1,874,-0.1,-87.4999999999993,
QLearningAgent,1,875,-0.1,-87.5999999999993,
QLearningAgent,1,876,-0.1,-87.69999999999929,
QLearningAgent,1,877,-0.1,-87.79999999999929,
QLearningAgent,1,878,-0.1,-87.89999999999928,
QLearningAgent,1,879,-0.1,-87.99999999999928,
QLearningAgent,1,880,-0.1,-88.09999999999927,
QLearningAgent,1,881,-0.1,-88.19999999999926,
QLearningAgent,1,882,-0.1,-88.29999999999926,
QLearningAgent,1,883,-0.1,-88.39999999999925,
QLearningAgent,1,884,-0.1,-88.49999999999925,
QLearningAgent,1,885,-0.1,-88.59999999999924,
QLearningAgent,1,886,-0.1,-88.69999999999924,
QLearningAgent,1,887,-0.1,-88.79999999999923,
QLearningAgent,1,888,-0.1,-88.89999999999922,
QLearningAgent,1,889,-0.1,-88.99999999999922,
QLearningAgent,1,890,-0.1,-89.09999999999921,
QLearningAgent,1,891,-0.1,-89.1999999999992,
QLearningAgent,1,892,-0.1,-89.2999999999992,
QLearningAgent,1,893,-0.1,-89.3999999999992,
QLearningAgent,1,894,-0.1,-89.49999999999919,
QLearningAgent,1,895,-0.1,-89.59999999999918,
QLearningAgent,1,896,-0.1,-89.69999999999918,
QLearningAgent,1,897,-0.1,-89.79999999999917,
QLearningAgent,1,898,-0.1,-89.89999999999917,
QLearningAgent,1,899,-0.1,-89.99999999999916,
QLearningAgent,1,900,-0.1,-90.09999999999916,
QLearningAgent,1,901,-0.1,-90.19999999999915,
QLearningAgent,1,902,-0.1,-90.29999999999914,
QLearningAgent,1,903,-0.1,-90.39999999999914,
QLearningAgent,1,904,-0.1,-90.49999999999913,
QLearningAgent,1,905,-0.1,-90.59999999999913,
QLearningAgent,1,906,-0.1,-90.69999999999912,
QLearningAgent,1,907,-0.1,-90.79999999999912,
QLearningAgent,1,908,-0.1,-90.89999999999911,
QLearningAgent,1,909,-0.1,-90.9999999999991,
QLearningAgent,1,910,-0.1,-91.0999999999991,
QLearningAgent,1,911,-0.1,-91.1999999999991,
QLearningAgent,1,912,-0.1,-91.29999999999909,
QLearningAgent,1,913,-0.1,-91.39999999999908,
QLearningAgent,1,914,-0.1,-91.49999999999908,
QLearningAgent,1,915,-0.1,-91.59999999999907,
QLearningAgent,1,916,-0.1,-91.69999999999906,
QLearningAgent,1,917,-0.1,-91.79999999999906,
QLearningAgent,1,918,-0.1,-91.89999999999905,
QLearningAgent,1,919,-0.1,-91.99999999999905,
QLearningAgent,1,920,-0.1,-92.09999999999904,
QLearningAgent,1,921,-0.1,-92.19999999999904,
QLearningAgent,1,922,-0.1,-92.29999999999903,
QLearningAgent,1,923,-0.1,-92.39999999999903,
QLearningAgent,1,924,-0.1,-92.49999999999902,
QLearningAgent,1,925,-0.1,-92.59999999999901,
QLearningAgent,1,926,-0.1,-92.69999999999901,
QLearningAgent,1,927,-0.1,-92.799999999999,
QLearningAgent,1,928,-0.1,-92.899999999999,
QLearningAgent,1,929,-0.1,-92.99999999999899,
QLearningAgent,1,930,-0.1,-93.09999999999899,
QLearningAgent,1,931,-0.1,-93.19999999999898,
QLearningAgent,1,932,-0.1,-93.29999999999897,
QLearningAgent,1,933,-0.1,-93.39999999999897,
QLearningAgent,1,934,-0.1,-93.49999999999896,
QLearningAgent,1,935,-0.1,-93.59999999999896,
QLearningAgent,1,936,-0.1,-93.69999999999895,
QLearningAgent,1,937,-0.1,-93.79999999999895,
QLearningAgent,1,938,-0.1,-93.89999999999894,
QLearningAgent,1,939,-0.1,-93.99999999999893,
QLearningAgent,1,940,-0.1,-94.09999999999893,
QLearningAgent,1,941,-0.1,-94.19999999999892,
QLearningAgent,1,942,-0.1,-94.29999999999892,
QLearningAgent,1,943,-0.1,-94.39999999999891,
QLearningAgent,1,944,-0.1,-94.4999999999989,
QLearningAgent,1,945,-0.1,-94.5999999999989,
QLearningAgent,1,946,-0.1,-94.6999999999989,
QLearningAgent,1,947,-0.1,-94.79999999999889,
QLearningAgent,1,948,-0.1,-94.89999999999888,
QLearningAgent,1,949,-0.1,-94.99999999999888,
QLearningAgent,1,950,-0.1,-95.09999999999887,
QLearningAgent,1,951,-0.1,-95.19999999999887,
QLearningAgent,1,952,-0.1,-95.29999999999886,
QLearningAgent,1,953,-0.1,-95.39999999999885,
QLearningAgent,1,954,-0.1,-95.49999999999885,
QLearningAgent,1,955,-0.1,-95.59999999999884,
QLearningAgent,1,956,-0.1,-95.69999999999884,
QLearningAgent,1,957,-0.1,-95.79999999999883,
QLearningAgent,1,958,-0.1,-95.89999999999883,
QLearningAgent,1,959,-0.1,-95.99999999999882,
QLearningAgent,1,960,-0.1,-96.09999999999881,
QLearningAgent,1,961,-0.1,-96.19999999999881,
QLearningAgent,1,962,-0.1,-96.2999999999988,
QLearningAgent,1,963,-0.1,-96.3999999999988,
QLearningAgent,1,964,-0.1,-96.49999999999879,
QLearningAgent,1,965,-0.1,-96.59999999999879,
QLearningAgent,1,966,-0.1,-96.69999999999878,
QLearningAgent,1,967,-0.1,-96.79999999999878,
QLearningAgent,1,968,-0.1,-96.89999999999877,
QLearningAgent,1,969,-0.1,-96.99999999999876,
QLearningAgent,1,970,-0.1,-97.09999999999876,
QLearningAgent,1,971,-0.1,-97.19999999999875,
QLearningAgent,1,972,-0.1,-97.29999999999875,
QLearningAgent,1,973,-0.1,-97.39999999999874,
QLearningAgent,1,974,-0.1,-97.49999999999874,
QLearningAgent,1,975,-0.1,-97.59999999999873,
QLearningAgent,1,976,-0.1,-97.69999999999872,
QLearningAgent,1,977,-0.1,-97.79999999999872,
QLearningAgent,1,978,-0.1,-97.89999999999871,
QLearningAgent,1,979,-0.1,-97.9999999999987,
QLearningAgent,1,980,-0.1,-98.0999999999987,
QLearningAgent,1,981,-0.1,-98.1999999999987,
QLearningAgent,1,982,-0.1,-98.29999999999869,
QLearningAgent,1,983,-0.1,-98.39999999999868,
QLearningAgent,1,984,-0.1,-98.49999999999868,
QLearningAgent,1,985,-0.1,-98.59999999999867,
QLearningAgent,1,986,-0.1,-98.69999999999867,
QLearningAgent,1,987,-0.1,-98.79999999999866,
QLearningAgent,1,988,-0.1,-98.89999999999866,
QLearningAgent,1,989,-0.1,-98.99999999999865,
QLearningAgent,1,990,-0.1,-99.09999999999864,
QLearningAgent,1,991,-0.1,-99.19999999999864,
QLearningAgent,1,992,-0.1,-99.29999999999863,
QLearningAgent,1,993,-0.1,-99.39999999999863,
QLearningAgent,1,994,-0.1,-99.49999999999862,
QLearningAgent,1,995,-0.1,-99.59999999999862,
QLearningAgent,1,996,-0.1,-99.69999999999861,
QLearningAgent,1,997,-0.1,-99.7999999999986,
QLearningAgent,1,998,-0.1,-99.8999999999986,
QLearningAgent,1,999,-0.1,-99.9999999999986,
QLearningAgent,1,1000,-0.1,-100.09999999999859,
